"","Code","company","details","date","close","x52_high","x52_low","x200_ma","x52_chg_pct","avg_vol","pe_ratio_ttm","market_cap_millions","price_book_mrq","enterprise_value_ebitda","total_cash_per_share_mrq","total_debt_equity_mrq","book_value_per_share_mrq","enterprise_value_millions","float_millions","levered_free_cash_flow_ttm_millions","shares_outstanding_millions","percent_held_by_insiders_percent","trailing_annual_dividend_yield_percent","profit_margin_percent","operating_margin_ttm_percent","quarterly_revenue_growth_yoy_percent","return_on_equity_ttm_percent"
"33","AMC.AX","Amcor","Amcor plc is a packaging company. The Company’s segments include Flexibles and Rigid Plastics. The Company offers a range of packaging related products and services, including packaging for beverages, food, healthcare, and personal and home care, tobacco and industrial applications. The Flexibles consists of operations that manufacture flexible and film packaging in the food and beverage, medical and pharmaceutical, fresh produce, snack food, personal care and other industries. The Rigid Plastics consists of operations that manufacture rigid plastic containers for a range of predominantly beverage and food products, including carbonated soft drinks, water, juices, sports drinks, milk-based beverages, spirits and beer, sauces, dressings, spreads and personal care item and plastic caps for a variety of applications.",2021-02-12,14.54,16.5,9.87,15.25,-4.63,2447945,29.8,23138,4.77,14.98,0.49,143.09,3.08,29110,1550,1330,1560,0,3.18,6.23,10.89,2,15.26
"34","ABR.AX","American Pacific Borates Limited","American Pacific Borates Limited, formerly American Pacific Borate & Lithium Limited, is an Australia-based company. The Company is focused in advancing its fully owned Fort Cady Boron and Lithium Project. Fort Cady is a colemanite deposit with lithium. The Project is located in the eastern part of Mojave Desert of Southern California in the United States, which is approximately 50 kilometers east of Barstow and 27 kilometers east of Newberry Springs in San Bernardino County, California. The Project lies approximately half way between Los Angeles and Las Vegas, Nevada, around 200 kilometers from both cities. The Project is directly adjacent to the Elementis hectorite mine.",2021-02-12,1.94,2.09,0.14,1.08,376.74,871987,0,746.45,8.73,-137.23,0.12,0,0.23,595.9,174.3,-2.81,375.1,46.61,0,0,-2220.22,54.2,-10.56
"35","ARR.AX","American Rare Earths Limited","American Rare Earths Limited, formerly Broken Hill Prospecting Limited, is engaged in mineral exploration within Australia. The Company is focused on development of La Paz Rare Earths Project in Arizona. It is an owner of near-surface cobalt mineral deposits located around Thackaringa, where it holds approximately two exploration licenses and two mining leases (EL6622 (Pine Ridge), EL8143, ML86 (Pyrite Hill) and ML87 (Big Hill)). Its tenements at Thackaringa cover near-surface cobalt deposits with approximately 30,000 tons of contained cobalt metal. It focuses on assessing cobalt deposits for open cut mining and cobaltiferous pyrite concentrate production/processing to produce cobalt, sulfuric acid for industrial application, feldspar-quartz for ceramics and a high iron residue for iron smelters. The Company also owns Laramie Rare Earths (REE) Project in Wyoming, United States.",2021-02-12,0.1,0.1,0.1,0,0,0,19.6,32.49,4.45,-22.72,0,1.75,0.02,27.19,178.27,-0.97,331.57,41.98,0,1649.41,-3167.66,59.3,19.37
"36","ANX.AX","Anax Metals Limited","Anax Metals Limited, formerly Aurora Minerals Limited, is engaged in mineral exploration and mine development projects around the world. The Company operates through four segments, which are mineral exploration and evaluation within Australia, South Korea, Burkina Faso and Cote d'Ivoire. In South Korea, the Company holds interest in projects, including Daehwa Molybdenum-Tungsten Project and Osu Gold-Silver Project. The Company, through Predictive Discovery Limited, holds interest in the Birimian greenstone belts of Burkina Faso and Cote d'Ivoire. It holds interest in the Bongou Prospect and nearby exploration targets within the Bonsiega Permit in Burkina Faso. In Cote d'Ivoire, the Company holds interest in Bobosso-Wendene Project, Boundiali Permit, Kokoumbo Permit, and Ferkessedougou and Kounahiri Projects. The Company is engaged in exploring its Western Australia targets, including Glenburgh Project and Camel Hills Project.",2021-02-12,0.07,0.07,0.06,0,0,0,7,17.65,2.33,-4.91,0.03,0,0.03,7.53,120.98,-0.87,280.21,48.57,0,5394.18,-4232.79,0,47.8
"37","ADN.AX","Andromeda Metals Limited","Andromeda Metals Limited, formerly Adelaide Resources Limited, is an exploration company. The Company is engaged in the exploration for gold, copper and other economic mineral deposits. It has interests in over 20 exploration licenses, covering over 7,970 square kilometers (sq. kms) within South Australia, Queensland, Western Australia and the Northern Territory. Its projects include Drummond, Eyre Peninsula, Moonta, Rover and Lithium. It holds equity in two tenements (EPM 18090 and EPMA 25660) in the Drummond Basin in Queensland, covering over 270 sq. kms. It holds 100% equity in over five tenements covering over 3,640 sq. kms on the northern Eyre Peninsula in South Australia. It owns Moonta Copper Gold Project located near the southern end of the Olympic Copper-Gold Province in South Australia. It holds 100% equity in over two tenements in the Rover Field located southwest of Tennant Creek. Its lithium projects include Davenport Ranges, Coolgardie and South Australian Salt Lakes.",2021-02-12,0.3,0.36,0.02,0.19,620.93,6384287,0,656.58,43.57,-127.96,0,1.04,0.01,464,1220,-2.53,2150,16.88,0,0,-4095.66,0,-38.64
"38","ATM.AX","Aneka Tambang (Persero) Tbk","PT Aneka Tambang Tbk is an Indonesia-based vertically integrated and diversified mining and metals company. It is engaged in the exploration, exploitation, processing, refining and marketing of nickel ore, ferronickel, gold, silver, bauxite, coal and other precious metals. Its business segment is classified into nickel segment, gold and refinery segment and others operating segment. The commodities under its nickel segment include ferronickel and nickel ores, while those under its gold and refinery segment are gold, silver, platinum and palladium. Its others operating segment is comprised of bauxite and coal. Its subsidiaries include Asia Pacific Nickel Pty Ltd, PT Indonesia Coal Resources, PT Antam Resourcindo, PT Mega Citra Utama and PT International Mineral Capital.",2021-02-12,1,1.01,0.9,1,0,0,0,4807,0,0,0,46.58,0,240.31,84.08,0,1.3,38.82,0,1.48,0,-13,2
"39","AAR.AX","Anglo Australian Resources NL","Anglo Australian Resources NL is a gold/base metals exploration company with resource interests in Western Australia. Its projects include Feysville gold project, Mandilla gold project, Koongie Park zinc-rich Volcanogenic Massive Sulfide (VMS) base metals project, Koongie Park gold project and Leonora base metals project. The Feysville Project is located approximately 10 kilometers south of the Golden Mile deposit at Kalgoorlie. Its Koongie Park Copper-Zinc Project, with resources defined at Sandiego and Onedin, is located over 20 kilometers southwest of the regional Centre of Halls Creek in the Southern Eastern Kimberley Region of Western Australia. The Mandilla Gold Project, located 70 kilometers south of Kalgoorlie and 20 kilometers southeast of Kambalda, comprises two mining leases covering over 1819.2 hectares. The Leonora base metals project, with an 800-meter long bedrock electromagnetic conductor, lies to the south of and along strike from a producing mineralized VMS corridor.",2021-02-12,0.13,0.23,0.08,0.16,13.04,478256,0,70.68,4.8,-24,0.01,0.91,0.03,52.85,266.54,-3.62,589.01,41.97,0,0,0,0,-31.45
"40","AGG.AX","Anglogold Ashanti","AngloGold Ashanti Limited (AngloGold Ashanti) is a gold mining company. The Company's business activities span the spectrum of the mining value chain. Its main product is gold. Its portfolio includes mine in approximately 10 countries. It also produces silver and sulfuric acid as by-products. The Company operates through three segments: Continental Africa, Australia and Americas. It has operations in Continental Africa in locations, including Democratic Republic of the Congo, Ghana, Guinea, Mali and Tanzania. The Australia segment includes the operations in Australia. It consists of Sunrise Dam and Tropicana. The Americas segment includes the operations in Argentina, Brazil and Colombia.",2021-02-12,6,14,4.8,7,2.35,23342,8.64,12584,0.84,2.69,3.1,94.65,7.23,4150,412.94,67,2080,0,1.81,7.55,24.94,26.4,21.52
"41","AWV.AX","Anova Metals","Anova Metals Limited (AWV) is an Australia-based mineral exploration company. The Company focuses on its Big Springs Project in Nevada, the United States. The Big Springs is a Carlin-style gold deposit located in an established gold mining region, approximately 80 kilometers north of Elko in northeastern Nevada, the United States. The Big Springs Project's gold deposits exhibit various characteristics of Carlin-type deposits and comprise approximately five separate zones. In addition to the complex of known deposits, the Big Springs Project also comprises over 50 square kilometers of stratigraphy, which contains gold-in-soil geochemical anomalies, as well as a range of geophysical targets that remain to be drill tested. Big Springs Project Pty Ltd is a subsidiary of the Company.",2021-02-12,0.02,0.04,0,0.03,118.18,835786,6,34.39,1.5,4.01,0,14.25,0.02,33.82,544.22,-2.89,1430,63.07,0,0,0,0,16.88
"42","ASN.AX","Anson Resources Limited","Anson Resources Limited is an Australia-based company, which is engaged in exploration for minerals in the mid-west of Western Australia and searching for resource projects. The Company's The Ajana Graphite, Zinc and Lead Project is located in Northampton, Western Australia. The Ajana graphite project is adjacent to the North West Coast Highway and 130 kilometers north of Geraldton. The Company, through Iconic Minerals Ltd, owns a range of gold exploration projects in Nevada, including the Hercules Gold Project. In addition to the gold projects, Iconic Minerals Ltd holds a lithium project, the Bonnie Claire Lithium Brine Property, located in Nye County, Nevada. It holds interest in the ULI Lithium Brine Project, which is located in Grand County, Utah within the Paradox Basin. The Company holds interest in Hooley Well Project, E9/2218, which is located 800 kilometers north of Perth and 300 kilometers east of Carnarvon.",2021-02-12,0.09,0.15,0.01,0.04,210,16142057,0,80.45,30,-20.44,0,42.51,0,70.66,436.23,-2.77,893.86,29.59,0,0,-6819.18,384,-170.34
"43","AAU.AX","Antilles Gold Limited","Antilles Gold Ltd, formerly PanTerra Gold Ltd, is an Australia-based company that intends to focus on the development of the advanced gold/silver project at La Demajagua in Cuba to produce refractory concentrate. The Company intends to seek additional exploration and mining opportunities for precious metals in Cuba.",2021-02-12,0.09,0.09,0.08,0,0,0,3.83,17.95,2.14,1.1,0.03,0.3,0.04,11.81,55,2.37,195.14,81.91,0,16.86,26.97,-72.7,76.15
"44","AZY.AX","Antipa Minerals","Antipa Minerals Limited is engaged in mineral exploration. The Company's projects, including Citadel, North Telfer, Paterson and Telfer Dome, cover a combined area of approximately 4,420 square kilometers extending approximately 160 kilometers north to south, and located in the regions of the Proterozoic Paterson Province of Western Australia. Its Citadel Project consists of approximately seven exploration licenses and an area of over 1,430 square kilometers that includes Magnum gold-copper-silver-tungsten deposit; Calibre gold-copper-silver-tungsten deposit, and Corker poly metallic deposit. Its North Telfer Project consists of approximately four granted exploration licenses and an area of over 1,340 square kilometers that includes Minyari and gold-copper deposits. Its Paterson Project consists of approximately seven granted exploration licenses and covers an area of over 1,530 square kilometers. Its Telfer Dome tenements cover an area of over 130 square kilometers.",2021-02-12,0.04,0.06,0.01,0.05,245.45,3692341,0,92.35,2.64,-47.47,0,1.81,0.01,84.83,1680,-3.8,2500,31.93,0,-298.62,-298.62,77.5,-5.91
